Gene,Population 1,Population 2,Normalized lineage score,Significant guides,Total guides,,,,,,,,,,,,,,,,,,,,
Kat2b,GMP,LSKd7,1.135260567,0,3,,,,,,,,,,,,,,,,,,,,
Ctbp2,GMP,LSKd7,1.1311679,0,3,,,,,,,,,,,,,,,,,,,,
Mga,GMP,LSKd7,1.126454199,0,3,,,,,,,,,,,,,,,,,,,,
Actr5,GMP,LSKd7,1.124315447,0,3,,,,,,,,,,,,,,,,,,,,
Eid2,GMP,LSKd7,1.117157306,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf2,GMP,LSKd7,1.116012147,0,3,,,,,,,,,,,,,,,,,,,,
Atn1,GMP,LSKd7,1.10241143,0,3,,,,,,,,,,,,,,,,,,,,
Ing5,GMP,LSKd7,1.101912394,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn5,GMP,LSKd7,1.099888381,0,3,,,,,,,,,,,,,,,,,,,,
Phf23,GMP,LSKd7,1.097700241,0,3,,,,,,,,,,,,,,,,,,,,
Gatad1,GMP,LSKd7,1.083041222,0,3,,,,,,,,,,,,,,,,,,,,
Bmi1,GMP,LSKd7,1.066142604,0,3,,,,,,,,,,,,,,,,,,,,
Chuk,GMP,LSKd7,1.044625221,0,3,,,,,,,,,,,,,,,,,,,,
Ddb2,GMP,LSKd7,1.033796498,0,3,,,,,,,,,,,,,,,,,,,,
Actr8,GMP,LSKd7,1.020087217,0,3,,,,,,,,,,,,,,,,,,,,
Nmi,GMP,LSKd7,1.012641409,0,3,,,,,,,,,,,,,,,,,,,,
Senp3,GMP,LSKd7,1.004257384,0,3,,,,,,,,,,,,,,,,,,,,
Uty,GMP,LSKd7,0.994145348,0,3,,,,,,,,,,,,,,,,,,,,
Chd1l,GMP,LSKd7,0.991320228,0,3,,,,,,,,,,,,,,,,,,,,
Zmym3,GMP,LSKd7,0.988003263,0,3,,,,,,,,,,,,,,,,,,,,
Aurka,GMP,LSKd7,0.963834741,0,3,,,,,,,,,,,,,,,,,,,,
Sap130,GMP,LSKd7,0.93842604,0,3,,,,,,,,,,,,,,,,,,,,
Jarid2,GMP,LSKd7,0.935533936,0,3,,,,,,,,,,,,,,,,,,,,
Phf7,GMP,LSKd7,0.932292685,0,3,,,,,,,,,,,,,,,,,,,,
Rbbp8,GMP,LSKd7,0.922678606,0,3,,,,,,,,,,,,,,,,,,,,
Msl3l2,GMP,LSKd7,0.920565683,0,3,,,,,,,,,,,,,,,,,,,,
Tet1,GMP,LSKd7,0.913083241,0,3,,,,,,,,,,,,,,,,,,,,
Kat7,GMP,LSKd7,0.899831409,0,3,,,,,,,,,,,,,,,,,,,,
Per2,GMP,LSKd7,0.898487003,0,3,,,,,,,,,,,,,,,,,,,,
Kat6b,GMP,LSKd7,0.878160617,0,3,,,,,,,,,,,,,,,,,,,,
Prdm5,GMP,LSKd7,0.871713144,0,3,,,,,,,,,,,,,,,,,,,,
Ppargc1b,GMP,LSKd7,0.865156646,0,3,,,,,,,,,,,,,,,,,,,,
Max,GMP,LSKd7,0.86317782,0,3,,,,,,,,,,,,,,,,,,,,
Ep400,GMP,LSKd7,0.854652861,0,3,,,,,,,,,,,,,,,,,,,,
Dek,GMP,LSKd7,0.854229483,0,3,,,,,,,,,,,,,,,,,,,,
Rnf2,GMP,LSKd7,0.839364357,0,3,,,,,,,,,,,,,,,,,,,,
Ruvbl1,GMP,LSKd7,0.83573469,0,3,,,,,,,,,,,,,,,,,,,,
Lbr,GMP,LSKd7,0.833674824,0,3,,,,,,,,,,,,,,,,,,,,
Nap1l1,GMP,LSKd7,0.823154749,0,3,,,,,,,,,,,,,,,,,,,,
Chrac1,GMP,LSKd7,0.817738272,0,3,,,,,,,,,,,,,,,,,,,,
Pdcd2,GMP,LSKd7,0.812291359,0,3,,,,,,,,,,,,,,,,,,,,
Mier3,GMP,LSKd7,0.810879806,0,3,,,,,,,,,,,,,,,,,,,,
Ppie,GMP,LSKd7,0.792528846,0,3,,,,,,,,,,,,,,,,,,,,
Nek6,GMP,LSKd7,0.786725866,0,3,,,,,,,,,,,,,,,,,,,,
Smc5,GMP,LSKd7,0.782257656,0,3,,,,,,,,,,,,,,,,,,,,
Tfpt,GMP,LSKd7,0.756239878,0,3,,,,,,,,,,,,,,,,,,,,
Tle1,GMP,LSKd7,0.753891174,0,3,,,,,,,,,,,,,,,,,,,,
Gatad2a,GMP,LSKd7,0.734412433,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa1,GMP,LSKd7,0.732596892,0,3,,,,,,,,,,,,,,,,,,,,
Hmg20b,GMP,LSKd7,0.724490754,0,3,,,,,,,,,,,,,,,,,,,,
Nab2,GMP,LSKd7,0.722744708,0,3,,,,,,,,,,,,,,,,,,,,
Tgfbr1,GMP,LSKd7,0.721449789,0,3,,,,,,,,,,,,,,,,,,,,
Prdm9,GMP,LSKd7,0.717440183,0,3,,,,,,,,,,,,,,,,,,,,
Anp32b,GMP,LSKd7,0.716995132,0,3,,,,,,,,,,,,,,,,,,,,
Nono,GMP,LSKd7,0.715481772,0,3,,,,,,,,,,,,,,,,,,,,
Arid5b,GMP,LSKd7,0.714160035,0,3,,,,,,,,,,,,,,,,,,,,
Anp32a,GMP,LSKd7,0.709007799,0,3,,,,,,,,,,,,,,,,,,,,
Ahctf1,GMP,LSKd7,0.705220074,0,3,,,,,,,,,,,,,,,,,,,,
Ankra2,GMP,LSKd7,0.701944604,0,3,,,,,,,,,,,,,,,,,,,,
Nabp1,GMP,LSKd7,0.68996777,0,3,,,,,,,,,,,,,,,,,,,,
Ntmt1,GMP,LSKd7,0.68701499,0,3,,,,,,,,,,,,,,,,,,,,
Hdac5,GMP,LSKd7,0.673726708,0,3,,,,,,,,,,,,,,,,,,,,
Setd5,GMP,LSKd7,0.665807323,0,3,,,,,,,,,,,,,,,,,,,,
Rb1,GMP,LSKd7,0.656712225,0,3,,,,,,,,,,,,,,,,,,,,
Dzip3,GMP,LSKd7,0.654987036,0,3,,,,,,,,,,,,,,,,,,,,
Pprc1,GMP,LSKd7,0.634266299,0,3,,,,,,,,,,,,,,,,,,,,
Zbtb33,GMP,LSKd7,0.633353414,0,3,,,,,,,,,,,,,,,,,,,,
Psip1,GMP,LSKd7,0.631050665,0,3,,,,,,,,,,,,,,,,,,,,
Eid1,GMP,LSKd7,0.61978285,0,3,,,,,,,,,,,,,,,,,,,,
Usp12,GMP,LSKd7,0.618359903,0,3,,,,,,,,,,,,,,,,,,,,
Rcor2,GMP,LSKd7,0.615611259,0,3,,,,,,,,,,,,,,,,,,,,
Pygo1,GMP,LSKd7,0.614569979,0,3,,,,,,,,,,,,,,,,,,,,
Cbx1,GMP,LSKd7,0.612291787,0,3,,,,,,,,,,,,,,,,,,,,
Brdt,GMP,LSKd7,0.604287612,0,3,,,,,,,,,,,,,,,,,,,,
Rnf168,GMP,LSKd7,0.602174896,0,3,,,,,,,,,,,,,,,,,,,,
Fbxw9,GMP,LSKd7,0.601214418,0,3,,,,,,,,,,,,,,,,,,,,
Nr1d1,GMP,LSKd7,0.592307996,0,3,,,,,,,,,,,,,,,,,,,,
Hmgb2,GMP,LSKd7,0.590357056,0,3,,,,,,,,,,,,,,,,,,,,
Pds5b,GMP,LSKd7,0.587611665,0,3,,,,,,,,,,,,,,,,,,,,
Pias2,GMP,LSKd7,0.565463439,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn3,GMP,LSKd7,0.561828966,0,3,,,,,,,,,,,,,,,,,,,,
Hdgf,GMP,LSKd7,0.55908657,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd4,GMP,LSKd7,0.558508175,0,3,,,,,,,,,,,,,,,,,,,,
Maz,GMP,LSKd7,0.553956308,0,3,,,,,,,,,,,,,,,,,,,,
Fam208a,GMP,LSKd7,0.550897307,0,3,,,,,,,,,,,,,,,,,,,,
Baz2b,GMP,LSKd7,0.54652167,0,3,,,,,,,,,,,,,,,,,,,,
Prmt3,GMP,LSKd7,0.542738095,0,3,,,,,,,,,,,,,,,,,,,,
Phf13,GMP,LSKd7,0.53924698,0,3,,,,,,,,,,,,,,,,,,,,
Prdm11,GMP,LSKd7,0.534368088,0,3,,,,,,,,,,,,,,,,,,,,
Setd2,GMP,LSKd7,0.5310653,0,3,,,,,,,,,,,,,,,,,,,,
Maml1,GMP,LSKd7,0.523465246,0,3,,,,,,,,,,,,,,,,,,,,
Gon4l,GMP,LSKd7,0.52323006,0,3,,,,,,,,,,,,,,,,,,,,
Eya1,GMP,LSKd7,0.522754095,0,3,,,,,,,,,,,,,,,,,,,,
Sirt1,GMP,LSKd7,0.520009113,0,3,,,,,,,,,,,,,,,,,,,,
Cdk17,GMP,LSKd7,0.516439417,0,3,,,,,,,,,,,,,,,,,,,,
Mettl8,GMP,LSKd7,0.514413007,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45b,GMP,LSKd7,0.508625818,0,3,,,,,,,,,,,,,,,,,,,,
Phb2,GMP,LSKd7,0.506088165,0,3,,,,,,,,,,,,,,,,,,,,
Sap30l,GMP,LSKd7,0.504179277,0,3,,,,,,,,,,,,,,,,,,,,
Prdm2,GMP,LSKd7,0.502931761,0,3,,,,,,,,,,,,,,,,,,,,
Sfmbt1,GMP,LSKd7,0.497092748,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4b,GMP,LSKd7,0.494713772,0,3,,,,,,,,,,,,,,,,,,,,
Clock,GMP,LSKd7,0.492129263,0,3,,,,,,,,,,,,,,,,,,,,
Phc2,GMP,LSKd7,0.49169453,0,3,,,,,,,,,,,,,,,,,,,,
Usp21,GMP,LSKd7,0.489112612,0,3,,,,,,,,,,,,,,,,,,,,
H2afy,GMP,LSKd7,0.479598037,0,3,,,,,,,,,,,,,,,,,,,,
Sirt2,GMP,LSKd7,0.477303709,0,3,,,,,,,,,,,,,,,,,,,,
Suv420h2,GMP,LSKd7,0.469582824,0,3,,,,,,,,,,,,,,,,,,,,
Ino80,GMP,LSKd7,0.46393772,0,3,,,,,,,,,,,,,,,,,,,,
Tle4,GMP,LSKd7,0.457600094,0,3,,,,,,,,,,,,,,,,,,,,
Mta1,GMP,LSKd7,0.456995698,0,3,,,,,,,,,,,,,,,,,,,,
Bcor,GMP,LSKd7,0.453665686,0,3,,,,,,,,,,,,,,,,,,,,
Ddx51,GMP,LSKd7,0.446611901,0,3,,,,,,,,,,,,,,,,,,,,
Mettl21a,GMP,LSKd7,0.445444055,0,3,,,,,,,,,,,,,,,,,,,,
Scmh1,GMP,LSKd7,0.440420153,0,3,,,,,,,,,,,,,,,,,,,,
Phf2,GMP,LSKd7,0.440058686,0,3,,,,,,,,,,,,,,,,,,,,
Cxxc5,GMP,LSKd7,0.431194373,0,3,,,,,,,,,,,,,,,,,,,,
Mettl18,GMP,LSKd7,0.424491714,0,3,,,,,,,,,,,,,,,,,,,,
Mbd1,GMP,LSKd7,0.414513513,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45a,GMP,LSKd7,0.41449448,0,3,,,,,,,,,,,,,,,,,,,,
Esco2,GMP,LSKd7,0.409475057,0,3,,,,,,,,,,,,,,,,,,,,
Ythdf1,GMP,LSKd7,0.409060405,0,3,,,,,,,,,,,,,,,,,,,,
Msl3,GMP,LSKd7,0.402922424,0,3,,,,,,,,,,,,,,,,,,,,
Ruvbl2,GMP,LSKd7,0.402147502,0,3,,,,,,,,,,,,,,,,,,,,
Stag1,GMP,LSKd7,0.400888161,0,3,,,,,,,,,,,,,,,,,,,,
Mettl25,GMP,LSKd7,0.398742677,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa4,GMP,LSKd7,0.397963443,0,3,,,,,,,,,,,,,,,,,,,,
Hmgxb4,GMP,LSKd7,0.392754862,0,3,,,,,,,,,,,,,,,,,,,,
Dr1,GMP,LSKd7,0.392648257,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn2,GMP,LSKd7,0.392086647,0,3,,,,,,,,,,,,,,,,,,,,
Atad2b,GMP,LSKd7,0.390266863,0,3,,,,,,,,,,,,,,,,,,,,
Chd9,GMP,LSKd7,0.382172233,0,3,,,,,,,,,,,,,,,,,,,,
Lrrfip2,GMP,LSKd7,0.372175666,0,3,,,,,,,,,,,,,,,,,,,,
Smarcd3,GMP,LSKd7,0.370984217,0,3,,,,,,,,,,,,,,,,,,,,
Chmp1a,GMP,LSKd7,0.361845115,0,3,,,,,,,,,,,,,,,,,,,,
Hltf,GMP,LSKd7,0.361259704,0,3,,,,,,,,,,,,,,,,,,,,
Dtx3l,GMP,LSKd7,0.357815541,0,3,,,,,,,,,,,,,,,,,,,,
Ring1,GMP,LSKd7,0.353198153,0,3,,,,,,,,,,,,,,,,,,,,
Per3,GMP,LSKd7,0.343218267,0,3,,,,,,,,,,,,,,,,,,,,
Mdm2,GMP,LSKd7,0.334878022,0,3,,,,,,,,,,,,,,,,,,,,
Nab1,GMP,LSKd7,0.333418481,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4a,GMP,LSKd7,0.329406657,0,3,,,,,,,,,,,,,,,,,,,,
Ercc6,GMP,LSKd7,0.327218901,0,3,,,,,,,,,,,,,,,,,,,,
L3mbtl2,GMP,LSKd7,0.323459211,0,3,,,,,,,,,,,,,,,,,,,,
Ddx31,GMP,LSKd7,0.321286535,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45g,GMP,LSKd7,0.312292166,0,3,,,,,,,,,,,,,,,,,,,,
Mettl6,GMP,LSKd7,0.308643155,0,3,,,,,,,,,,,,,,,,,,,,
Ube2d1,GMP,LSKd7,0.30157397,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd1c,GMP,LSKd7,0.29984836,0,3,,,,,,,,,,,,,,,,,,,,
Pqbp1,GMP,LSKd7,0.297334189,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd8,GMP,LSKd7,0.296769826,0,3,,,,,,,,,,,,,,,,,,,,
Uchl5,GMP,LSKd7,0.295144229,0,3,,,,,,,,,,,,,,,,,,,,
Prkab1,GMP,LSKd7,0.293184375,0,3,,,,,,,,,,,,,,,,,,,,
Vdr,GMP,LSKd7,0.287327067,0,3,,,,,,,,,,,,,,,,,,,,
Setd3,GMP,LSKd7,0.273813243,0,3,,,,,,,,,,,,,,,,,,,,
Ptov1,GMP,LSKd7,0.265611733,0,3,,,,,,,,,,,,,,,,,,,,
Scml4,GMP,LSKd7,0.260710785,0,3,,,,,,,,,,,,,,,,,,,,
Prdm4,GMP,LSKd7,0.25971844,0,3,,,,,,,,,,,,,,,,,,,,
Mybbp1a,GMP,LSKd7,0.25826384,0,3,,,,,,,,,,,,,,,,,,,,
Mettl2,GMP,LSKd7,0.253465047,0,3,,,,,,,,,,,,,,,,,,,,
Pdp1,GMP,LSKd7,0.253037332,0,3,,,,,,,,,,,,,,,,,,,,
Smyd5,GMP,LSKd7,0.252833083,0,3,,,,,,,,,,,,,,,,,,,,
Rcor3,GMP,LSKd7,0.250813512,0,3,,,,,,,,,,,,,,,,,,,,
Ubn1,GMP,LSKd7,0.250185864,0,3,,,,,,,,,,,,,,,,,,,,
Paxbp1,GMP,LSKd7,0.248320388,0,3,,,,,,,,,,,,,,,,,,,,
Prkca,GMP,LSKd7,0.247212798,0,3,,,,,,,,,,,,,,,,,,,,
Med23,GMP,LSKd7,0.246296507,0,3,,,,,,,,,,,,,,,,,,,,
Pnrc1,GMP,LSKd7,0.246171094,0,3,,,,,,,,,,,,,,,,,,,,
Pwp1,GMP,LSKd7,0.243393759,0,3,,,,,,,,,,,,,,,,,,,,
Phf20l1,GMP,LSKd7,0.232918542,0,3,,,,,,,,,,,,,,,,,,,,
Mgmt,GMP,LSKd7,0.230311126,0,3,,,,,,,,,,,,,,,,,,,,
Tyw5,GMP,LSKd7,0.229504029,0,3,,,,,,,,,,,,,,,,,,,,
Mettl15,GMP,LSKd7,0.213743111,0,3,,,,,,,,,,,,,,,,,,,,
Atad2,GMP,LSKd7,0.21055018,0,3,,,,,,,,,,,,,,,,,,,,
Mettl3,GMP,LSKd7,0.210239613,0,3,,,,,,,,,,,,,,,,,,,,
Ddx23,GMP,LSKd7,0.202000441,0,3,,,,,,,,,,,,,,,,,,,,
Bub1,GMP,LSKd7,0.19674588,0,3,,,,,,,,,,,,,,,,,,,,
Med13l,GMP,LSKd7,0.196027065,0,3,,,,,,,,,,,,,,,,,,,,
Hmgxb3,GMP,LSKd7,0.191005143,0,3,,,,,,,,,,,,,,,,,,,,
Setx,GMP,LSKd7,0.184545396,0,3,,,,,,,,,,,,,,,,,,,,
Chd6,GMP,LSKd7,0.182240377,0,3,,,,,,,,,,,,,,,,,,,,
Kdm6a,GMP,LSKd7,0.181723424,0,3,,,,,,,,,,,,,,,,,,,,
Mllt4,GMP,LSKd7,0.177339908,0,3,,,,,,,,,,,,,,,,,,,,
Ddx47,GMP,LSKd7,0.169227626,0,3,,,,,,,,,,,,,,,,,,,,
Mbtd1,GMP,LSKd7,0.168698457,0,3,,,,,,,,,,,,,,,,,,,,
Zmynd11,GMP,LSKd7,0.16108158,0,3,,,,,,,,,,,,,,,,,,,,
Mdfi,GMP,LSKd7,0.159726861,0,3,,,,,,,,,,,,,,,,,,,,
Phf19,GMP,LSKd7,0.154548482,0,3,,,,,,,,,,,,,,,,,,,,
Sirt6,GMP,LSKd7,0.15244916,0,3,,,,,,,,,,,,,,,,,,,,
Mdc1,GMP,LSKd7,0.14671224,0,3,,,,,,,,,,,,,,,,,,,,
Arntl,GMP,LSKd7,0.145543598,0,3,,,,,,,,,,,,,,,,,,,,
Mettl17,GMP,LSKd7,0.137650947,0,3,,,,,,,,,,,,,,,,,,,,
Rad51,GMP,LSKd7,0.129839481,0,3,,,,,,,,,,,,,,,,,,,,
Vrk1,GMP,LSKd7,0.123060848,0,3,,,,,,,,,,,,,,,,,,,,
Eya2,GMP,LSKd7,0.120256104,0,3,,,,,,,,,,,,,,,,,,,,
Ddx50,GMP,LSKd7,0.107743951,0,3,,,,,,,,,,,,,,,,,,,,
Pttg1,GMP,LSKd7,0.105987912,0,3,,,,,,,,,,,,,,,,,,,,
Dido1,GMP,LSKd7,0.100956428,0,3,,,,,,,,,,,,,,,,,,,,
Naca,GMP,LSKd7,0.074444049,0,3,,,,,,,,,,,,,,,,,,,,
Tet3,GMP,LSKd7,0.057609669,0,3,,,,,,,,,,,,,,,,,,,,
Mllt3,GMP,LSKd7,0.057463221,0,3,,,,,,,,,,,,,,,,,,,,
Hmbox1,GMP,LSKd7,0.051181147,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa2,GMP,LSKd7,0.050202435,0,3,,,,,,,,,,,,,,,,,,,,
Yaf2,GMP,LSKd7,0.046611252,0,3,,,,,,,,,,,,,,,,,,,,
Rsf1,GMP,LSKd7,0.045191273,0,3,,,,,,,,,,,,,,,,,,,,
Gltscr2,GMP,LSKd7,0.044348181,0,3,,,,,,,,,,,,,,,,,,,,
Pias4,GMP,LSKd7,0.040009436,0,3,,,,,,,,,,,,,,,,,,,,
Per1,GMP,LSKd7,0.036788514,0,3,,,,,,,,,,,,,,,,,,,,
Padi4,GMP,LSKd7,0.036204335,0,3,,,,,,,,,,,,,,,,,,,,
Bcorl1,GMP,LSKd7,0.033513404,0,3,,,,,,,,,,,,,,,,,,,,
H2afy2,GMP,LSKd7,0.029423744,0,3,,,,,,,,,,,,,,,,,,,,
Mettl22,GMP,LSKd7,0.020745071,0,3,,,,,,,,,,,,,,,,,,,,
Mbtps2,GMP,LSKd7,0.009424019,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf3,GMP,LSKd7,0.003403725,0,3,,,,,,,,,,,,,,,,,,,,
Rrp8,GMP,LSKd7,-0.004520934,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2a1,GMP,LSKd7,-0.015912169,0,3,,,,,,,,,,,,,,,,,,,,
Nipbl,GMP,LSKd7,-0.019836861,0,3,,,,,,,,,,,,,,,,,,,,
Nek9,GMP,LSKd7,-0.021694518,0,3,,,,,,,,,,,,,,,,,,,,
Smarca1,GMP,LSKd7,-0.040411253,0,3,,,,,,,,,,,,,,,,,,,,
Cdk1,GMP,LSKd7,-0.040502316,0,3,,,,,,,,,,,,,,,,,,,,
Msl1,GMP,LSKd7,-0.045721846,0,3,,,,,,,,,,,,,,,,,,,,
Eif4a2,GMP,LSKd7,-0.053907015,0,3,,,,,,,,,,,,,,,,,,,,
Prr14,GMP,LSKd7,-0.054263582,0,3,,,,,,,,,,,,,,,,,,,,
Hdac6,GMP,LSKd7,-0.065523569,0,3,,,,,,,,,,,,,,,,,,,,
Ddx21,GMP,LSKd7,-0.071001762,0,3,,,,,,,,,,,,,,,,,,,,
Ing1,GMP,LSKd7,-0.073636128,0,3,,,,,,,,,,,,,,,,,,,,
Mettl1,GMP,LSKd7,-0.075703073,0,3,,,,,,,,,,,,,,,,,,,,
Brd3,GMP,LSKd7,-0.083264537,0,3,,,,,,,,,,,,,,,,,,,,
Atr,GMP,LSKd7,-0.08724893,0,3,,,,,,,,,,,,,,,,,,,,
Ube2e1,GMP,LSKd7,-0.090345505,0,3,,,,,,,,,,,,,,,,,,,,
Usp16,GMP,LSKd7,-0.099737294,0,3,,,,,,,,,,,,,,,,,,,,
Anp32e,GMP,LSKd7,-0.115891532,0,3,,,,,,,,,,,,,,,,,,,,
Med28,GMP,LSKd7,-0.13670821,0,3,,,,,,,,,,,,,,,,,,,,
Ino80d,GMP,LSKd7,-0.143528762,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2h3,GMP,LSKd7,-0.158972729,0,3,,,,,,,,,,,,,,,,,,,,
Ep300,GMP,LSKd7,-0.171318224,0,3,,,,,,,,,,,,,,,,,,,,
Dnttip2,GMP,LSKd7,-0.177339019,0,3,,,,,,,,,,,,,,,,,,,,
Kansl2,GMP,LSKd7,-0.177398513,0,3,,,,,,,,,,,,,,,,,,,,
Rbx1,GMP,LSKd7,-0.184493676,0,3,,,,,,,,,,,,,,,,,,,,
Ankrd32,GMP,LSKd7,-0.185570384,0,3,,,,,,,,,,,,,,,,,,,,
Ssrp1,GMP,LSKd7,-0.185996946,0,3,,,,,,,,,,,,,,,,,,,,
Brcc3,GMP,LSKd7,-0.190976653,0,3,,,,,,,,,,,,,,,,,,,,
Wsb2,GMP,LSKd7,-0.192726441,0,3,,,,,,,,,,,,,,,,,,,,
Mllt1,GMP,LSKd7,-0.19434649,0,3,,,,,,,,,,,,,,,,,,,,
Hmga2,GMP,LSKd7,-0.205125981,0,3,,,,,,,,,,,,,,,,,,,,
Nap1l4,GMP,LSKd7,-0.21744388,0,3,,,,,,,,,,,,,,,,,,,,
Prkdc,GMP,LSKd7,-0.245871195,0,3,,,,,,,,,,,,,,,,,,,,
Mettl9,GMP,LSKd7,-0.251673842,0,3,,,,,,,,,,,,,,,,,,,,
Zzz3,GMP,LSKd7,-0.252160124,0,3,,,,,,,,,,,,,,,,,,,,
Prkab2,GMP,LSKd7,-0.256235604,0,3,,,,,,,,,,,,,,,,,,,,
Chmp2b,GMP,LSKd7,-0.25744959,0,3,,,,,,,,,,,,,,,,,,,,
Chd8,GMP,LSKd7,-0.275639842,0,3,,,,,,,,,,,,,,,,,,,,
H2afx,GMP,LSKd7,-0.283667286,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa7,GMP,LSKd7,-0.286628687,0,3,,,,,,,,,,,,,,,,,,,,
Brwd3,GMP,LSKd7,-0.290501435,0,3,,,,,,,,,,,,,,,,,,,,
Snai2,GMP,LSKd7,-0.299709604,0,3,,,,,,,,,,,,,,,,,,,,
Ing2,GMP,LSKd7,-0.300288156,0,3,,,,,,,,,,,,,,,,,,,,
Zmynd8,GMP,LSKd7,-0.302359103,0,3,,,,,,,,,,,,,,,,,,,,
Zfp57,GMP,LSKd7,-0.308305136,0,3,,,,,,,,,,,,,,,,,,,,
Mysm1,GMP,LSKd7,-0.315021026,0,3,,,,,,,,,,,,,,,,,,,,
Mbtps1,GMP,LSKd7,-0.315334798,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp,GMP,LSKd7,-0.31933846,0,3,,,,,,,,,,,,,,,,,,,,
Ddx39,GMP,LSKd7,-0.330800537,0,3,,,,,,,,,,,,,,,,,,,,
Pygo2,GMP,LSKd7,-0.342480068,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp2,GMP,LSKd7,-0.347758706,0,3,,,,,,,,,,,,,,,,,,,,
Pbk,GMP,LSKd7,-0.351819994,0,3,,,,,,,,,,,,,,,,,,,,
Ino80b,GMP,LSKd7,-0.351876915,0,3,,,,,,,,,,,,,,,,,,,,
Nabp2,GMP,LSKd7,-0.354488239,0,3,,,,,,,,,,,,,,,,,,,,
Smchd1,GMP,LSKd7,-0.35544143,0,3,,,,,,,,,,,,,,,,,,,,
Eif4a3,GMP,LSKd7,-0.359077331,0,3,,,,,,,,,,,,,,,,,,,,
Mettl4,GMP,LSKd7,-0.37506524,0,3,,,,,,,,,,,,,,,,,,,,
Pura,GMP,LSKd7,-0.382389692,0,3,,,,,,,,,,,,,,,,,,,,
Trim16,GMP,LSKd7,-0.384078102,0,3,,,,,,,,,,,,,,,,,,,,
Asxl1,GMP,LSKd7,-0.385747999,0,3,,,,,,,,,,,,,,,,,,,,
Mllt10,GMP,LSKd7,-0.385886697,0,3,,,,,,,,,,,,,,,,,,,,
Phf3,GMP,LSKd7,-0.38732531,0,3,,,,,,,,,,,,,,,,,,,,
Phb,GMP,LSKd7,-0.393924029,0,3,,,,,,,,,,,,,,,,,,,,
Kansl3,GMP,LSKd7,-0.402561457,0,3,,,,,,,,,,,,,,,,,,,,
Phc1,GMP,LSKd7,-0.404618834,0,3,,,,,,,,,,,,,,,,,,,,
Kdm1b,GMP,LSKd7,-0.410788521,0,3,,,,,,,,,,,,,,,,,,,,
Rbl1,GMP,LSKd7,-0.411414577,0,3,,,,,,,,,,,,,,,,,,,,
Kdm5d,GMP,LSKd7,-0.414414993,0,3,,,,,,,,,,,,,,,,,,,,
Uhrf2,GMP,LSKd7,-0.414555587,0,3,,,,,,,,,,,,,,,,,,,,
Mphosph8,GMP,LSKd7,-0.419794267,0,3,,,,,,,,,,,,,,,,,,,,
Mapkapk3,GMP,LSKd7,-0.445755256,0,3,,,,,,,,,,,,,,,,,,,,
Sap25,GMP,LSKd7,-0.446879815,0,3,,,,,,,,,,,,,,,,,,,,
Mettl5,GMP,LSKd7,-0.450791775,0,3,,,,,,,,,,,,,,,,,,,,
Atxn7,GMP,LSKd7,-0.451580121,0,3,,,,,,,,,,,,,,,,,,,,
Actr6,GMP,LSKd7,-0.463269312,0,3,,,,,,,,,,,,,,,,,,,,
Myef2,GMP,LSKd7,-0.471389615,0,3,,,,,,,,,,,,,,,,,,,,
Top2b,GMP,LSKd7,-0.476045663,0,3,,,,,,,,,,,,,,,,,,,,
Ddx27,GMP,LSKd7,-0.481027757,0,3,,,,,,,,,,,,,,,,,,,,
Tet2,GMP,LSKd7,-0.483442178,0,3,,,,,,,,,,,,,,,,,,,,
Exosc2,GMP,LSKd7,-0.501361134,0,3,,,,,,,,,,,,,,,,,,,,
Hirip3,GMP,LSKd7,-0.503721838,0,3,,,,,,,,,,,,,,,,,,,,
Rcc1,GMP,LSKd7,-0.527051884,0,3,,,,,,,,,,,,,,,,,,,,
Pds5a,GMP,LSKd7,-0.531344194,0,3,,,,,,,,,,,,,,,,,,,,
Zbtb7c,GMP,LSKd7,-0.535093251,0,3,,,,,,,,,,,,,,,,,,,,
Prdm15,GMP,LSKd7,-0.537081561,0,3,,,,,,,,,,,,,,,,,,,,
Arrb1,GMP,LSKd7,-0.539592937,0,3,,,,,,,,,,,,,,,,,,,,
Atm,GMP,LSKd7,-0.555108161,0,3,,,,,,,,,,,,,,,,,,,,
